employee_id,full_name,gender,date_of_birth,phone_number,email,address,hire_date,department_id,position,base_salary,department_name,location,assign_id,project_id,role,assigned_date,hours_worked,project_name,start_date,end_date,budget,department_id_project,attendance_id,work_date,check_in,check_out,status,bd_id,description,type,amount,effective_date,salary_id,payment_date,month,year,total_amount,payment_status
1,Bui Ngoc Anh,Female,1985-03-15,0967 428 315,ngocanh.bui@snakecompany.com,"Số 12, Ngõ 45, Phố Nguyễn Trãi, Thanh Xuân, Hà Nội",2015-06-01,1,HR Manager,90000.0,Human Resources,"Building A, Floor 1",23,6.0,Project Sponsor,2024-01-10,40.0,Skill Matrix & Upskill Roadmap,2024-01-10,2024-06-30,120000.0,1,41,2024-10-03,09:00:00,17:00:00,Present,14.0,Health Insurance Premium,Deduction,150.0,2024-10-01,2,2024-09-30,9.0,2024.0,8500.0,Paid
1,Bui Ngoc Anh,Female,1985-03-15,0967 428 315,ngocanh.bui@snakecompany.com,"Số 12, Ngõ 45, Phố Nguyễn Trãi, Thanh Xuân, Hà Nội",2015-06-01,1,HR Manager,90000.0,Human Resources,"Building A, Floor 1",23,6.0,Project Sponsor,2024-01-10,40.0,Skill Matrix & Upskill Roadmap,2024-01-10,2024-06-30,120000.0,1,41,2024-10-03,09:00:00,17:00:00,Present,14.0,Health Insurance Premium,Deduction,150.0,2024-10-01,42,2024-10-31,10.0,2024.0,7350.0,Pending
2,Bui Hien Vinh,Male,1990-07-22,0896 221 704,hienvinh.bui@snakecompany.com,"Số 8, Ngõ 88, Phố Trần Duy Hưng, Cầu Giấy, Hà Nội",2018-09-15,1,HR Specialist,65000.0,Human Resources,"Building A, Floor 1",24,6.0,HR Lead,2024-01-10,120.0,Skill Matrix & Upskill Roadmap,2024-01-10,2024-06-30,120000.0,1,2,2024-10-01,09:01:00,17:02:00,Present,7.0,Health Insurance Premium,Deduction,150.0,2024-09-01,3,2024-09-30,9.0,2024.0,5263.46,Paid
2,Bui Hien Vinh,Male,1990-07-22,0896 221 704,hienvinh.bui@snakecompany.com,"Số 8, Ngõ 88, Phố Trần Duy Hưng, Cầu Giấy, Hà Nội",2018-09-15,1,HR Specialist,65000.0,Human Resources,"Building A, Floor 1",24,6.0,HR Lead,2024-01-10,120.0,Skill Matrix & Upskill Roadmap,2024-01-10,2024-06-30,120000.0,1,2,2024-10-01,09:01:00,17:02:00,Present,7.0,Health Insurance Premium,Deduction,150.0,2024-09-01,43,2024-10-31,10.0,2024.0,5416.67,Pending
2,Bui Hien Vinh,Male,1990-07-22,0896 221 704,hienvinh.bui@snakecompany.com,"Số 8, Ngõ 88, Phố Trần Duy Hưng, Cầu Giấy, Hà Nội",2018-09-15,1,HR Specialist,65000.0,Human Resources,"Building A, Floor 1",24,6.0,HR Lead,2024-01-10,120.0,Skill Matrix & Upskill Roadmap,2024-01-10,2024-06-30,120000.0,1,22,2024-10-02,09:03:00,17:00:00,Present,7.0,Health Insurance Premium,Deduction,150.0,2024-09-01,3,2024-09-30,9.0,2024.0,5263.46,Paid
2,Bui Hien Vinh,Male,1990-07-22,0896 221 704,hienvinh.bui@snakecompany.com,"Số 8, Ngõ 88, Phố Trần Duy Hưng, Cầu Giấy, Hà Nội",2018-09-15,1,HR Specialist,65000.0,Human Resources,"Building A, Floor 1",24,6.0,HR Lead,2024-01-10,120.0,Skill Matrix & Upskill Roadmap,2024-01-10,2024-06-30,120000.0,1,22,2024-10-02,09:03:00,17:00:00,Present,7.0,Health Insurance Premium,Deduction,150.0,2024-09-01,43,2024-10-31,10.0,2024.0,5416.67,Pending
2,Bui Hien Vinh,Male,1990-07-22,0896 221 704,hienvinh.bui@snakecompany.com,"Số 8, Ngõ 88, Phố Trần Duy Hưng, Cầu Giấy, Hà Nội",2018-09-15,1,HR Specialist,65000.0,Human Resources,"Building A, Floor 1",24,6.0,HR Lead,2024-01-10,120.0,Skill Matrix & Upskill Roadmap,2024-01-10,2024-06-30,120000.0,1,42,2024-10-03,09:00:00,17:00:00,Present,7.0,Health Insurance Premium,Deduction,150.0,2024-09-01,3,2024-09-30,9.0,2024.0,5263.46,Paid
2,Bui Hien Vinh,Male,1990-07-22,0896 221 704,hienvinh.bui@snakecompany.com,"Số 8, Ngõ 88, Phố Trần Duy Hưng, Cầu Giấy, Hà Nội",2018-09-15,1,HR Specialist,65000.0,Human Resources,"Building A, Floor 1",24,6.0,HR Lead,2024-01-10,120.0,Skill Matrix & Upskill Roadmap,2024-01-10,2024-06-30,120000.0,1,42,2024-10-03,09:00:00,17:00:00,Present,7.0,Health Insurance Premium,Deduction,150.0,2024-09-01,43,2024-10-31,10.0,2024.0,5416.67,Pending
3,Bui Phuong Anh,Female,1995-11-30,0825 917 643,phuonganh.bui@snakecompany.com,"Số 21, Ngách 12/3, Phố Khương Trung, Thanh Xuân, Hà Nội",2020-02-10,1,Recruiter,60000.0,Human Resources,"Building A, Floor 1",25,6.0,User Testing,2024-01-15,90.0,Skill Matrix & Upskill Roadmap,2024-01-10,2024-06-30,120000.0,1,3,2024-10-01,08:49:00,16:50:00,Present,,,,,,5,2024-09-30,9.0,2024.0,5000.0,Paid
3,Bui Phuong Anh,Female,1995-11-30,0825 917 643,phuonganh.bui@snakecompany.com,"Số 21, Ngách 12/3, Phố Khương Trung, Thanh Xuân, Hà Nội",2020-02-10,1,Recruiter,60000.0,Human Resources,"Building A, Floor 1",25,6.0,User Testing,2024-01-15,90.0,Skill Matrix & Upskill Roadmap,2024-01-10,2024-06-30,120000.0,1,3,2024-10-01,08:49:00,16:50:00,Present,,,,,,44,2024-10-31,10.0,2024.0,5000.0,Pending
3,Bui Phuong Anh,Female,1995-11-30,0825 917 643,phuonganh.bui@snakecompany.com,"Số 21, Ngách 12/3, Phố Khương Trung, Thanh Xuân, Hà Nội",2020-02-10,1,Recruiter,60000.0,Human Resources,"Building A, Floor 1",25,6.0,User Testing,2024-01-15,90.0,Skill Matrix & Upskill Roadmap,2024-01-10,2024-06-30,120000.0,1,23,2024-10-02,08:50:00,16:55:00,Present,,,,,,5,2024-09-30,9.0,2024.0,5000.0,Paid
3,Bui Phuong Anh,Female,1995-11-30,0825 917 643,phuonganh.bui@snakecompany.com,"Số 21, Ngách 12/3, Phố Khương Trung, Thanh Xuân, Hà Nội",2020-02-10,1,Recruiter,60000.0,Human Resources,"Building A, Floor 1",25,6.0,User Testing,2024-01-15,90.0,Skill Matrix & Upskill Roadmap,2024-01-10,2024-06-30,120000.0,1,23,2024-10-02,08:50:00,16:55:00,Present,,,,,,44,2024-10-31,10.0,2024.0,5000.0,Pending
3,Bui Phuong Anh,Female,1995-11-30,0825 917 643,phuonganh.bui@snakecompany.com,"Số 21, Ngách 12/3, Phố Khương Trung, Thanh Xuân, Hà Nội",2020-02-10,1,Recruiter,60000.0,Human Resources,"Building A, Floor 1",25,6.0,User Testing,2024-01-15,90.0,Skill Matrix & Upskill Roadmap,2024-01-10,2024-06-30,120000.0,1,43,2024-10-03,08:51:00,16:50:00,Present,,,,,,5,2024-09-30,9.0,2024.0,5000.0,Paid
3,Bui Phuong Anh,Female,1995-11-30,0825 917 643,phuonganh.bui@snakecompany.com,"Số 21, Ngách 12/3, Phố Khương Trung, Thanh Xuân, Hà Nội",2020-02-10,1,Recruiter,60000.0,Human Resources,"Building A, Floor 1",25,6.0,User Testing,2024-01-15,90.0,Skill Matrix & Upskill Roadmap,2024-01-10,2024-06-30,120000.0,1,43,2024-10-03,08:51:00,16:50:00,Present,,,,,,44,2024-10-31,10.0,2024.0,5000.0,Pending
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",2,1.0,Project Lead,2024-01-15,150.5,SmartFactory Sensor Hub,2024-01-15,2024-12-15,500000.0,2,4,2024-10-01,09:15:00,17:30:00,Present,2.0,Project Lead Bonus,Bonus,2500.0,2024-09-15,7,2024-09-30,9.0,2024.0,14166.67,Paid
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",2,1.0,Project Lead,2024-01-15,150.5,SmartFactory Sensor Hub,2024-01-15,2024-12-15,500000.0,2,4,2024-10-01,09:15:00,17:30:00,Present,2.0,Project Lead Bonus,Bonus,2500.0,2024-09-15,45,2024-10-31,10.0,2024.0,10666.67,Pending
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",2,1.0,Project Lead,2024-01-15,150.5,SmartFactory Sensor Hub,2024-01-15,2024-12-15,500000.0,2,4,2024-10-01,09:15:00,17:30:00,Present,15.0,401k Contribution,Deduction,1000.0,2024-10-01,7,2024-09-30,9.0,2024.0,14166.67,Paid
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",2,1.0,Project Lead,2024-01-15,150.5,SmartFactory Sensor Hub,2024-01-15,2024-12-15,500000.0,2,4,2024-10-01,09:15:00,17:30:00,Present,15.0,401k Contribution,Deduction,1000.0,2024-10-01,45,2024-10-31,10.0,2024.0,10666.67,Pending
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",2,1.0,Project Lead,2024-01-15,150.5,SmartFactory Sensor Hub,2024-01-15,2024-12-15,500000.0,2,24,2024-10-02,09:10:00,17:30:00,Present,2.0,Project Lead Bonus,Bonus,2500.0,2024-09-15,7,2024-09-30,9.0,2024.0,14166.67,Paid
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",2,1.0,Project Lead,2024-01-15,150.5,SmartFactory Sensor Hub,2024-01-15,2024-12-15,500000.0,2,24,2024-10-02,09:10:00,17:30:00,Present,2.0,Project Lead Bonus,Bonus,2500.0,2024-09-15,45,2024-10-31,10.0,2024.0,10666.67,Pending
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",2,1.0,Project Lead,2024-01-15,150.5,SmartFactory Sensor Hub,2024-01-15,2024-12-15,500000.0,2,24,2024-10-02,09:10:00,17:30:00,Present,15.0,401k Contribution,Deduction,1000.0,2024-10-01,7,2024-09-30,9.0,2024.0,14166.67,Paid
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",2,1.0,Project Lead,2024-01-15,150.5,SmartFactory Sensor Hub,2024-01-15,2024-12-15,500000.0,2,24,2024-10-02,09:10:00,17:30:00,Present,15.0,401k Contribution,Deduction,1000.0,2024-10-01,45,2024-10-31,10.0,2024.0,10666.67,Pending
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",2,1.0,Project Lead,2024-01-15,150.5,SmartFactory Sensor Hub,2024-01-15,2024-12-15,500000.0,2,44,2024-10-03,09:12:00,17:35:00,Present,2.0,Project Lead Bonus,Bonus,2500.0,2024-09-15,7,2024-09-30,9.0,2024.0,14166.67,Paid
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",2,1.0,Project Lead,2024-01-15,150.5,SmartFactory Sensor Hub,2024-01-15,2024-12-15,500000.0,2,44,2024-10-03,09:12:00,17:35:00,Present,2.0,Project Lead Bonus,Bonus,2500.0,2024-09-15,45,2024-10-31,10.0,2024.0,10666.67,Pending
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",2,1.0,Project Lead,2024-01-15,150.5,SmartFactory Sensor Hub,2024-01-15,2024-12-15,500000.0,2,44,2024-10-03,09:12:00,17:35:00,Present,15.0,401k Contribution,Deduction,1000.0,2024-10-01,7,2024-09-30,9.0,2024.0,14166.67,Paid
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",2,1.0,Project Lead,2024-01-15,150.5,SmartFactory Sensor Hub,2024-01-15,2024-12-15,500000.0,2,44,2024-10-03,09:12:00,17:35:00,Present,15.0,401k Contribution,Deduction,1000.0,2024-10-01,45,2024-10-31,10.0,2024.0,10666.67,Pending
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",7,2.0,Architect,2024-03-01,80.0,Unified Login Gateway,2024-03-01,2025-02-28,750000.0,2,4,2024-10-01,09:15:00,17:30:00,Present,2.0,Project Lead Bonus,Bonus,2500.0,2024-09-15,7,2024-09-30,9.0,2024.0,14166.67,Paid
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",7,2.0,Architect,2024-03-01,80.0,Unified Login Gateway,2024-03-01,2025-02-28,750000.0,2,4,2024-10-01,09:15:00,17:30:00,Present,2.0,Project Lead Bonus,Bonus,2500.0,2024-09-15,45,2024-10-31,10.0,2024.0,10666.67,Pending
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",7,2.0,Architect,2024-03-01,80.0,Unified Login Gateway,2024-03-01,2025-02-28,750000.0,2,4,2024-10-01,09:15:00,17:30:00,Present,15.0,401k Contribution,Deduction,1000.0,2024-10-01,7,2024-09-30,9.0,2024.0,14166.67,Paid
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",7,2.0,Architect,2024-03-01,80.0,Unified Login Gateway,2024-03-01,2025-02-28,750000.0,2,4,2024-10-01,09:15:00,17:30:00,Present,15.0,401k Contribution,Deduction,1000.0,2024-10-01,45,2024-10-31,10.0,2024.0,10666.67,Pending
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",7,2.0,Architect,2024-03-01,80.0,Unified Login Gateway,2024-03-01,2025-02-28,750000.0,2,24,2024-10-02,09:10:00,17:30:00,Present,2.0,Project Lead Bonus,Bonus,2500.0,2024-09-15,7,2024-09-30,9.0,2024.0,14166.67,Paid
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",7,2.0,Architect,2024-03-01,80.0,Unified Login Gateway,2024-03-01,2025-02-28,750000.0,2,24,2024-10-02,09:10:00,17:30:00,Present,2.0,Project Lead Bonus,Bonus,2500.0,2024-09-15,45,2024-10-31,10.0,2024.0,10666.67,Pending
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",7,2.0,Architect,2024-03-01,80.0,Unified Login Gateway,2024-03-01,2025-02-28,750000.0,2,24,2024-10-02,09:10:00,17:30:00,Present,15.0,401k Contribution,Deduction,1000.0,2024-10-01,7,2024-09-30,9.0,2024.0,14166.67,Paid
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",7,2.0,Architect,2024-03-01,80.0,Unified Login Gateway,2024-03-01,2025-02-28,750000.0,2,24,2024-10-02,09:10:00,17:30:00,Present,15.0,401k Contribution,Deduction,1000.0,2024-10-01,45,2024-10-31,10.0,2024.0,10666.67,Pending
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",7,2.0,Architect,2024-03-01,80.0,Unified Login Gateway,2024-03-01,2025-02-28,750000.0,2,44,2024-10-03,09:12:00,17:35:00,Present,2.0,Project Lead Bonus,Bonus,2500.0,2024-09-15,7,2024-09-30,9.0,2024.0,14166.67,Paid
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",7,2.0,Architect,2024-03-01,80.0,Unified Login Gateway,2024-03-01,2025-02-28,750000.0,2,44,2024-10-03,09:12:00,17:35:00,Present,2.0,Project Lead Bonus,Bonus,2500.0,2024-09-15,45,2024-10-31,10.0,2024.0,10666.67,Pending
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",7,2.0,Architect,2024-03-01,80.0,Unified Login Gateway,2024-03-01,2025-02-28,750000.0,2,44,2024-10-03,09:12:00,17:35:00,Present,15.0,401k Contribution,Deduction,1000.0,2024-10-01,7,2024-09-30,9.0,2024.0,14166.67,Paid
4,Dang Huy Gia Bao,Male,1982-01-10,0934 802 517,giabao.dang@snakecompany.com,"Số 34, Ngõ 245, Phố Định Công, Hoàng Mai, Hà Nội",2012-03-20,2,Lead Engineer,140000.0,Engineering,"Building B, Floor 2",7,2.0,Architect,2024-03-01,80.0,Unified Login Gateway,2024-03-01,2025-02-28,750000.0,2,44,2024-10-03,09:12:00,17:35:00,Present,15.0,401k Contribution,Deduction,1000.0,2024-10-01,45,2024-10-31,10.0,2024.0,10666.67,Pending
5,Cao Thi Quynh Chi,Female,1992-05-25,0912 648 709,quynhchi.cao@snakecompany.com,"Số 17, Ngõ 22, Phố Tôn Thất Tùng, Đống Đa, Hà Nội",2019-07-01,2,Software Engineer,110000.0,Engineering,"Building B, Floor 2",3,1.0,Senior Developer,2024-01-15,220.0,SmartFactory Sensor Hub,2024-01-15,2024-12-15,500000.0,2,5,2024-10-01,09:05:00,17:10:00,Present,3.0,Performance Bonus,Bonus,1500.0,2024-09-15,9,2024-09-30,9.0,2024.0,10516.67,Paid
5,Cao Thi Quynh Chi,Female,1992-05-25,0912 648 709,quynhchi.cao@snakecompany.com,"Số 17, Ngõ 22, Phố Tôn Thất Tùng, Đống Đa, Hà Nội",2019-07-01,2,Software Engineer,110000.0,Engineering,"Building B, Floor 2",3,1.0,Senior Developer,2024-01-15,220.0,SmartFactory Sensor Hub,2024-01-15,2024-12-15,500000.0,2,5,2024-10-01,09:05:00,17:10:00,Present,3.0,Performance Bonus,Bonus,1500.0,2024-09-15,46,2024-10-31,10.0,2024.0,9166.67,Pending
5,Cao Thi Quynh Chi,Female,1992-05-25,0912 648 709,quynhchi.cao@snakecompany.com,"Số 17, Ngõ 22, Phố Tôn Thất Tùng, Đống Đa, Hà Nội",2019-07-01,2,Software Engineer,110000.0,Engineering,"Building B, Floor 2",3,1.0,Senior Developer,2024-01-15,220.0,SmartFactory Sensor Hub,2024-01-15,2024-12-15,500000.0,2,5,2024-10-01,09:05:00,17:10:00,Present,8.0,Health Insurance Premium,Deduction,150.0,2024-09-01,9,2024-09-30,9.0,2024.0,10516.67,Paid
5,Cao Thi Quynh Chi,Female,1992-05-25,0912 648 709,quynhchi.cao@snakecompany.com,"Số 17, Ngõ 22, Phố Tôn Thất Tùng, Đống Đa, Hà Nội",2019-07-01,2,Software Engineer,110000.0,Engineering,"Building B, Floor 2",3,1.0,Senior Developer,2024-01-15,220.0,SmartFactory Sensor Hub,2024-01-15,2024-12-15,500000.0,2,5,2024-10-01,09:05:00,17:10:00,Present,8.0,Health Insurance Premium,Deduction,150.0,2024-09-01,46,2024-10-31,10.0,2024.0,9166.67,Pending
